amfi_code,cagr_pct,sharpe_ratio,alpha,beta,max_drawdown,sortino_ratio,cagr_rank,sharpe_rank,alpha_rank,drawdown_rank,sortino_rank,fund_score
100016,2.6352458116335464,-0.20151706755966936,0.03622082583927385,-0.02590940576586108,-0.24734440880673303,-0.3510474601523089,37.0,35.0,39.0,34.0,36.0,36.35
100025,4.455091155784441,-0.5670947928476846,0.043189313078713834,-0.0161756408512603,-0.04308263824636349,-0.9418212366054204,36.0,39.0,38.0,4.0,39.0,32.65
100033,30.099703552874523,1.093698743534631,0.2723430403957973,-0.011199710059456146,-0.16217208574644848,1.8291339615146942,7.0,7.0,6.0,20.0,8.0,8.850000000000001
101206,23.520488754230385,1.0272133278753695,0.2139447485061358,0.03381398454659163,-0.11291596329323073,1.799562874698452,12.0,9.0,12.0,9.0,10.0,10.6
101207,7.933120999915699,0.16266076928646772,0.10820454812152297,-0.059855845864600625,-0.3544691649336603,0.27664379626092334,27.0,28.0,27.0,38.0,28.0,29.0
101208,6.504429821332125,-0.8155673679088263,0.06084211292226629,0.0013273169546884351,-0.0016224980244717857,-1.681037866751281,32.0,40.0,33.0,3.0,40.0,30.650000000000002
102885,18.218826089343754,0.8170993373494367,0.16992711557794749,-0.0018841874054637252,-0.1085986215250232,1.4357420130649492,18.0,16.0,19.0,7.0,16.0,15.85
102886,1.17093879842316,-0.20583160785470309,0.028949366251249286,-0.061476067471883084,-0.2800112356639287,-0.34722230254727265,40.0,36.0,40.0,35.0,35.0,37.75
102887,16.828673461948984,0.6195175900829828,0.16179316452470288,0.04011620562000178,-0.21539827112383225,1.0887552508030016,20.0,22.0,21.0,30.0,22.0,22.4
118632,24.03119561352478,1.0816591793457042,0.21728068775563278,0.03643421773147288,-0.17414075086657232,1.850132546855726,11.0,8.0,11.0,23.0,7.0,11.649999999999999
118633,16.262218000296524,0.6452074382933215,0.15503795076034138,0.013157652619096481,-0.18629743138595511,1.154475716923624,22.0,21.0,22.0,26.0,19.0,22.049999999999997
118634,16.36139647659338,0.44843400890899127,0.1780020912356628,0.009128170084160621,-0.2334488614483311,0.7460146308533572,21.0,26.0,17.0,32.0,26.0,23.600000000000005
118635,15.94548118508252,0.664856998549062,0.15160602363545675,-0.013806609371555967,-0.1165062450540909,1.137976718780742,23.0,19.0,23.0,10.0,20.0,19.75
118636,5.313155402760827,-0.3566295075143678,0.05096267106480351,-0.008492388448091663,-0.08316361763638702,-0.6135251287271023,35.0,38.0,35.0,6.0,38.0,31.7
119092,6.363494757718979,0.03078485095458594,0.0697017081135713,-0.019608739866468185,-0.1440161790933726,0.05257398559304803,33.0,31.0,30.0,15.0,31.0,29.0
119093,7.891944369437343,0.12961449795669328,0.08329931222337687,-0.008427720099019357,-0.21751396370148224,0.22108683979276353,28.0,29.0,28.0,31.0,29.0,28.799999999999997
119094,28.192608222062464,0.9982309868636413,0.25997054053321056,-0.05986815058386661,-0.20960883862039192,1.7037974802463003,9.0,11.0,9.0,28.0,11.0,12.549999999999999
119095,1.5204552427132478,-0.0759735711747892,0.045680128064692294,0.013291723470735529,-0.5167775370852656,-0.12818559275851926,39.0,33.0,37.0,39.0,33.0,36.5
119120,5.885271270380055,-0.22657538662791576,0.055762723198290544,0.011990672594122526,-0.04328728923970093,-0.37676700817066683,34.0,37.0,34.0,5.0,37.0,30.7
119551,25.784920849464086,1.2082665673727175,0.23219648016717326,-0.05604508562674625,-0.1501238549864533,2.140267129061793,10.0,4.0,10.0,17.0,4.0,8.950000000000001
119552,21.50802178549933,0.9532794968660104,0.1982932218749148,-0.01985302504967574,-0.11803493502764295,1.609776489628308,15.0,12.0,15.0,11.0,15.0,13.65
119598,32.398083984645545,0.9453082575156095,0.3011144193310002,0.07426648483802883,-0.2870600572176455,1.6753165700125519,2.0,14.0,1.0,36.0,12.0,10.899999999999999
119599,2.053064146209893,-0.05718662582817995,0.050572431452751046,0.007680982959652928,-0.5257422117012851,-0.09438726129459606,38.0,32.0,36.0,40.0,32.0,35.8
120503,18.771330105513616,0.7979728586052847,0.17587937785242744,-0.004111147836045636,-0.13897862823061635,1.3379431500669237,17.0,17.0,18.0,14.0,17.0,16.75
120504,23.277447532730513,1.0265242847993001,0.2120943009940057,0.017025361766949257,-0.12588275606922517,1.8052937940992548,13.0,10.0,13.0,12.0,9.0,11.700000000000001
120505,32.801599480386166,1.1801011976606492,0.29301371282563315,-0.017391171743071674,-0.18188513572116294,2.0293529404657464,1.0,5.0,3.0,25.0,5.0,6.4
120506,17.072227512921923,0.6488787755249534,0.16283731486753183,0.04770801520256509,-0.1982565826298267,1.0958951614736467,19.0,20.0,20.0,27.0,21.0,20.85
120507,7.232410932344591,0.4957233929533123,0.06747180157927476,-0.0011254611770458527,-0.0009773140045925555,1.0521238822609291,29.0,23.0,31.0,1.0,23.0,23.099999999999998
120841,13.522349085511554,0.4942725378672349,0.13068278268538389,0.04167578236653616,-0.1757361416468729,0.8625738849916581,24.0,24.0,25.0,24.0,24.0,24.199999999999996
120842,6.696806255006482,0.07599984804658921,0.0785865149291694,0.0006475555544426223,-0.24003511326274884,0.12469346986475674,31.0,30.0,29.0,33.0,30.0,30.549999999999997
120843,30.883325525154603,1.3067439695428409,0.2727835993505962,-0.008737359353900992,-0.1297396816518679,2.3643200321667184,6.0,2.0,5.0,13.0,2.0,5.45
120844,6.91037983940288,-0.08874729621557288,0.06454601487990588,-7.563158272733894e-05,-0.0011629327956168556,-0.1877230477424223,30.0,34.0,32.0,2.0,34.0,27.6
125497,19.003613208378557,0.7757902498211205,0.1789129568352085,-0.005459316559048835,-0.15200013055606398,1.3306512447571364,16.0,18.0,16.0,18.0,18.0,17.0
125498,11.293660210400969,0.3006119210425478,0.12055386350487392,-0.01851286878959152,-0.21117279560132118,0.5088128197169232,26.0,27.0,26.0,29.0,27.0,26.8
148567,30.949920362874206,1.4482911703262598,0.2711501636821103,-0.028133312231657458,-0.11265729075028275,2.3856443733688186,5.0,1.0,7.0,8.0,1.0,4.45
148568,22.499840384352243,0.9262873467360146,0.2079171509667248,5.11619674095988e-05,-0.1527259422823477,1.632740977873516,14.0,15.0,14.0,19.0,13.0,14.9
148569,31.924485848158724,1.2349300257743294,0.28347336470728673,-0.010201365088271732,-0.1639674294693263,2.146913926346055,4.0,3.0,4.0,21.0,3.0,6.2
149322,13.383520958789363,0.4640374492204776,0.13129906992674878,0.014848756863667921,-0.14844576917771746,0.7621288703723166,25.0,25.0,24.0,16.0,25.0,23.45
149323,29.558105232568344,1.1321218524747243,0.26583594480787764,0.003478530079790704,-0.17248105753451382,1.8751010639192083,8.0,6.0,8.0,22.0,6.0,9.4
149324,32.262107528416564,0.9497958246616031,0.2981786893056835,0.13260808824054152,-0.31171900300634214,1.6197931764914093,3.0,13.0,2.0,37.0,14.0,11.500000000000002
